firm_id,zone_id,sector_id,size_band,market_segment_id,ability_to_pay_score,digital_maturity_score,channel_reachability_score,expansion_potential_score
firm-v2-000740,east_growth_corridor,professional_services,small,b2b_knowledge_and_admin_smes,74.89,77.44,72.66,67.33
firm-v2-000741,outer_commuter_belt,real_estate_services,micro,b2b_general_local_smes,32.93,47.76,54.13,46.75
firm-v2-000742,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000743,core_colombo,logistics_services,small,b2b_field_and_flow_operators,67.23,60.24,56.15,59.93
firm-v2-000744,core_colombo,education_services,small,b2b_service_admin_clusters,71.23,60.24,66.05,66.81
firm-v2-000745,south_west_suburban,healthcare_services,small,b2b_service_admin_clusters,68.51,54.24,64.97,64.41
firm-v2-000746,outer_commuter_belt,construction_contractors,small,b2b_field_and_flow_operators,45.28,50.64,48.72,50.98
firm-v2-000747,outer_commuter_belt,growth_services,medium,b2b_knowledge_and_admin_smes,84.15,91.28,76.98,84.88
firm-v2-000748,admin_professional_belt,growth_services,medium,b2b_knowledge_and_admin_smes,99.6,100.0,80.84,91.65
firm-v2-000749,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000750,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-000751,admin_professional_belt,wholesale_distribution,small,b2b_field_and_flow_operators,66.97,61.44,56.58,60.19
firm-v2-000752,core_colombo,retail_trade,small,b2b_consumer_service_smes,63.23,60.24,60.55,64.57
firm-v2-000753,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000754,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000755,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-000756,core_colombo,real_estate_services,micro,b2b_general_local_smes,46.88,57.36,57.62,53.35
firm-v2-000757,admin_professional_belt,wholesale_distribution,small,b2b_field_and_flow_operators,66.97,61.44,56.58,60.19
firm-v2-000758,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-000759,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000760,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-000761,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000762,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000763,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-000764,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000765,admin_professional_belt,education_services,small,b2b_service_admin_clusters,72.97,61.44,66.48,67.63
firm-v2-000766,admin_professional_belt,logistics_services,small,b2b_field_and_flow_operators,68.97,61.44,56.58,60.75
firm-v2-000767,south_west_suburban,personal_services,micro,b2b_frontline_micro_operators,23.52,29.36,51.48,38.85
firm-v2-000768,outer_commuter_belt,construction_contractors,small,b2b_field_and_flow_operators,45.28,50.64,48.72,50.98
firm-v2-000769,outer_commuter_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,76.23,75.28,76.5,72.58
firm-v2-000770,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000771,outer_commuter_belt,construction_contractors,small,b2b_field_and_flow_operators,45.28,50.64,48.72,50.98
firm-v2-000772,south_west_suburban,logistics_services,small,b2b_field_and_flow_operators,58.51,54.24,53.97,55.81
firm-v2-000773,admin_professional_belt,real_estate_services,micro,b2b_general_local_smes,48.63,58.56,58.06,54.17
firm-v2-000774,east_growth_corridor,construction_contractors,small,b2b_field_and_flow_operators,52.25,55.44,50.46,54.27
firm-v2-000775,core_colombo,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,90.19,84.88,79.99,79.18
firm-v2-000776,outer_commuter_belt,tourism_hospitality,small,b2b_consumer_service_smes,47.28,50.64,59.26,57.5
firm-v2-000777,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000778,east_growth_corridor,retail_trade,small,b2b_consumer_service_smes,56.25,55.44,58.8,61.27
firm-v2-000779,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000780,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-000781,core_colombo,real_estate_services,micro,b2b_general_local_smes,46.88,57.36,57.62,53.35
firm-v2-000782,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000783,east_growth_corridor,growth_services,medium,b2b_knowledge_and_admin_smes,91.13,96.08,78.72,88.18
firm-v2-000784,east_growth_corridor,real_estate_services,micro,b2b_general_local_smes,39.91,52.56,55.88,50.05
firm-v2-000785,south_west_suburban,tourism_hospitality,small,b2b_consumer_service_smes,52.51,54.24,60.57,59.97
firm-v2-000786,core_colombo,growth_services,medium,b2b_knowledge_and_admin_smes,98.0,100.0,80.44,91.2
firm-v2-000787,core_colombo,education_services,small,b2b_service_admin_clusters,71.23,60.24,66.05,66.81
firm-v2-000788,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-000789,core_colombo,light_manufacturing,micro,b2b_workshop_manufacturing,38.24,35.36,37.26,33.49
firm-v2-000790,admin_professional_belt,retail_trade,small,b2b_consumer_service_smes,64.97,61.44,60.98,65.39
firm-v2-000791,admin_professional_belt,education_services,small,b2b_service_admin_clusters,72.97,61.44,66.48,67.63
firm-v2-000792,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000793,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000794,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-000795,admin_professional_belt,logistics_services,small,b2b_field_and_flow_operators,68.97,61.44,56.58,60.75
firm-v2-000796,east_growth_corridor,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,83.21,80.08,78.24,75.88
firm-v2-000797,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-000798,south_west_suburban,real_estate_services,micro,b2b_general_local_smes,38.16,51.36,55.44,49.23
firm-v2-000799,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000800,south_west_suburban,personal_services,micro,b2b_frontline_micro_operators,23.52,29.36,51.48,38.85
firm-v2-000801,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000802,east_growth_corridor,wholesale_distribution,small,b2b_field_and_flow_operators,58.25,55.44,54.4,56.07
firm-v2-000803,east_growth_corridor,professional_services,small,b2b_knowledge_and_admin_smes,74.89,77.44,72.66,67.33
firm-v2-000804,east_growth_corridor,real_estate_services,micro,b2b_general_local_smes,39.91,52.56,55.88,50.05
firm-v2-000805,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000806,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000807,east_growth_corridor,wholesale_distribution,small,b2b_field_and_flow_operators,58.25,55.44,54.4,56.07
firm-v2-000808,core_colombo,education_services,small,b2b_service_admin_clusters,71.23,60.24,66.05,66.81
firm-v2-000809,core_colombo,personal_services,micro,b2b_frontline_micro_operators,32.24,35.36,53.66,42.97
firm-v2-000810,admin_professional_belt,logistics_services,small,b2b_field_and_flow_operators,68.97,61.44,56.58,60.75
firm-v2-000811,east_growth_corridor,personal_services,micro,b2b_frontline_micro_operators,25.27,30.56,51.92,39.67
firm-v2-000812,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000813,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000814,outer_commuter_belt,education_services,small,b2b_service_admin_clusters,57.28,50.64,62.56,60.22
firm-v2-000815,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-000816,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-000817,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-000818,south_west_suburban,growth_services,medium,b2b_knowledge_and_admin_smes,89.39,94.88,78.29,87.36
firm-v2-000819,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-000820,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000821,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000822,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000823,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-000824,east_growth_corridor,food_service,micro,b2b_frontline_micro_operators,29.27,30.56,42.02,40.43
firm-v2-000825,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-000826,outer_commuter_belt,professional_services,small,b2b_knowledge_and_admin_smes,67.92,72.64,70.92,64.04
firm-v2-000827,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000828,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-000829,south_west_suburban,logistics_services,small,b2b_field_and_flow_operators,58.51,54.24,53.97,55.81
firm-v2-000830,core_colombo,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,90.19,84.88,79.99,79.18
firm-v2-000831,south_west_suburban,growth_services,medium,b2b_knowledge_and_admin_smes,89.39,94.88,78.29,87.36
firm-v2-000832,south_west_suburban,healthcare_services,small,b2b_service_admin_clusters,68.51,54.24,64.97,64.41
firm-v2-000833,east_growth_corridor,personal_services,micro,b2b_frontline_micro_operators,25.27,30.56,51.92,39.67
firm-v2-000834,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000835,east_growth_corridor,real_estate_services,micro,b2b_general_local_smes,39.91,52.56,55.88,50.05
firm-v2-000836,east_growth_corridor,education_services,small,b2b_service_admin_clusters,64.25,55.44,64.3,63.51
firm-v2-000837,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-000838,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-000839,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-000840,south_west_suburban,real_estate_services,micro,b2b_general_local_smes,38.16,51.36,55.44,49.23
firm-v2-000841,east_growth_corridor,personal_services,micro,b2b_frontline_micro_operators,25.27,30.56,51.92,39.67
firm-v2-000842,admin_professional_belt,food_service,micro,b2b_frontline_micro_operators,37.99,36.56,44.2,44.55
firm-v2-000843,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000844,outer_commuter_belt,growth_services,medium,b2b_knowledge_and_admin_smes,84.15,91.28,76.98,84.88
firm-v2-000845,outer_commuter_belt,tourism_hospitality,small,b2b_consumer_service_smes,47.28,50.64,59.26,57.5
firm-v2-000846,east_growth_corridor,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,83.21,80.08,78.24,75.88
firm-v2-000847,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-000848,south_west_suburban,personal_services,micro,b2b_frontline_micro_operators,23.52,29.36,51.48,38.85
firm-v2-000849,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-000850,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-000851,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000852,core_colombo,logistics_services,small,b2b_field_and_flow_operators,67.23,60.24,56.15,59.93
firm-v2-000853,admin_professional_belt,retail_trade,small,b2b_consumer_service_smes,64.97,61.44,60.98,65.39
firm-v2-000854,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000855,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-000856,core_colombo,real_estate_services,micro,b2b_general_local_smes,46.88,57.36,57.62,53.35
firm-v2-000857,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-000858,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-000859,core_colombo,growth_services,medium,b2b_knowledge_and_admin_smes,98.0,100.0,80.44,91.2
firm-v2-000860,east_growth_corridor,tourism_hospitality,small,b2b_consumer_service_smes,54.25,55.44,61.0,60.79
firm-v2-000861,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000862,admin_professional_belt,personal_services,micro,b2b_frontline_micro_operators,33.99,36.56,54.1,43.79
firm-v2-000863,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-000864,east_growth_corridor,professional_services,small,b2b_knowledge_and_admin_smes,74.89,77.44,72.66,67.33
firm-v2-000865,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-000866,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000867,south_west_suburban,construction_contractors,small,b2b_field_and_flow_operators,50.51,54.24,50.03,53.45
firm-v2-000868,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000869,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000870,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000871,core_colombo,retail_trade,small,b2b_consumer_service_smes,63.23,60.24,60.55,64.57
firm-v2-000872,east_growth_corridor,education_services,small,b2b_service_admin_clusters,64.25,55.44,64.3,63.51
firm-v2-000873,admin_professional_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,91.93,86.08,80.42,80.0
firm-v2-000874,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000875,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000876,core_colombo,logistics_services,small,b2b_field_and_flow_operators,67.23,60.24,56.15,59.93
firm-v2-000877,outer_commuter_belt,real_estate_services,micro,b2b_general_local_smes,32.93,47.76,54.13,46.75
firm-v2-000878,admin_professional_belt,retail_trade,small,b2b_consumer_service_smes,64.97,61.44,60.98,65.39
firm-v2-000879,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000880,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-000881,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000882,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-000883,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-000884,admin_professional_belt,food_service,micro,b2b_frontline_micro_operators,37.99,36.56,44.2,44.55
firm-v2-000885,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000886,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-000887,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000888,east_growth_corridor,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,83.21,80.08,78.24,75.88
firm-v2-000889,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000890,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000891,east_growth_corridor,growth_services,medium,b2b_knowledge_and_admin_smes,91.13,96.08,78.72,88.18
firm-v2-000892,east_growth_corridor,growth_services,medium,b2b_knowledge_and_admin_smes,91.13,96.08,78.72,88.18
firm-v2-000893,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000894,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000895,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-000896,south_west_suburban,personal_services,micro,b2b_frontline_micro_operators,23.52,29.36,51.48,38.85
firm-v2-000897,admin_professional_belt,real_estate_services,micro,b2b_general_local_smes,48.63,58.56,58.06,54.17
firm-v2-000898,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000899,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000900,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-000901,core_colombo,real_estate_services,micro,b2b_general_local_smes,46.88,57.36,57.62,53.35
firm-v2-000902,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000903,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000904,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000905,admin_professional_belt,real_estate_services,micro,b2b_general_local_smes,48.63,58.56,58.06,54.17
firm-v2-000906,admin_professional_belt,healthcare_services,small,b2b_service_admin_clusters,78.97,61.44,67.58,69.35
firm-v2-000907,outer_commuter_belt,construction_contractors,small,b2b_field_and_flow_operators,45.28,50.64,48.72,50.98
firm-v2-000908,admin_professional_belt,food_service,micro,b2b_frontline_micro_operators,37.99,36.56,44.2,44.55
firm-v2-000909,core_colombo,logistics_services,small,b2b_field_and_flow_operators,67.23,60.24,56.15,59.93
firm-v2-000910,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000911,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000912,admin_professional_belt,light_manufacturing,micro,b2b_workshop_manufacturing,39.99,36.56,37.7,34.31
firm-v2-000913,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000914,south_west_suburban,construction_contractors,small,b2b_field_and_flow_operators,50.51,54.24,50.03,53.45
firm-v2-000915,admin_professional_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,91.93,86.08,80.42,80.0
firm-v2-000916,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-000917,admin_professional_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,91.93,86.08,80.42,80.0
firm-v2-000918,admin_professional_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,91.93,86.08,80.42,80.0
firm-v2-000919,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000920,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-000921,admin_professional_belt,logistics_services,small,b2b_field_and_flow_operators,68.97,61.44,56.58,60.75
firm-v2-000922,outer_commuter_belt,real_estate_services,micro,b2b_general_local_smes,32.93,47.76,54.13,46.75
firm-v2-000923,east_growth_corridor,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,83.21,80.08,78.24,75.88
firm-v2-000924,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-000925,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000926,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-000927,east_growth_corridor,retail_trade,small,b2b_consumer_service_smes,56.25,55.44,58.8,61.27
firm-v2-000928,core_colombo,tourism_hospitality,small,b2b_consumer_service_smes,61.23,60.24,62.75,64.09
firm-v2-000929,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000930,east_growth_corridor,construction_contractors,small,b2b_field_and_flow_operators,52.25,55.44,50.46,54.27
firm-v2-000931,outer_commuter_belt,tourism_hospitality,small,b2b_consumer_service_smes,47.28,50.64,59.26,57.5
firm-v2-000932,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000933,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000934,south_west_suburban,logistics_services,small,b2b_field_and_flow_operators,58.51,54.24,53.97,55.81
firm-v2-000935,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000936,admin_professional_belt,light_manufacturing,micro,b2b_workshop_manufacturing,39.99,36.56,37.7,34.31
firm-v2-000937,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-000938,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000939,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000940,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000941,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-000942,core_colombo,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,90.19,84.88,79.99,79.18
firm-v2-000943,south_west_suburban,logistics_services,small,b2b_field_and_flow_operators,58.51,54.24,53.97,55.81
firm-v2-000944,outer_commuter_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,76.23,75.28,76.5,72.58
firm-v2-000945,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-000946,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000947,core_colombo,light_manufacturing,micro,b2b_workshop_manufacturing,38.24,35.36,37.26,33.49
firm-v2-000948,core_colombo,education_services,small,b2b_service_admin_clusters,71.23,60.24,66.05,66.81
firm-v2-000949,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-000950,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000951,east_growth_corridor,food_service,micro,b2b_frontline_micro_operators,29.27,30.56,42.02,40.43
firm-v2-000952,south_west_suburban,construction_contractors,small,b2b_field_and_flow_operators,50.51,54.24,50.03,53.45
firm-v2-000953,core_colombo,education_services,small,b2b_service_admin_clusters,71.23,60.24,66.05,66.81
firm-v2-000954,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000955,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000956,core_colombo,personal_services,micro,b2b_frontline_micro_operators,32.24,35.36,53.66,42.97
firm-v2-000957,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-000958,south_west_suburban,real_estate_services,micro,b2b_general_local_smes,38.16,51.36,55.44,49.23
firm-v2-000959,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-000960,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000961,outer_commuter_belt,tourism_hospitality,small,b2b_consumer_service_smes,47.28,50.64,59.26,57.5
firm-v2-000962,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-000963,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000964,east_growth_corridor,tourism_hospitality,small,b2b_consumer_service_smes,54.25,55.44,61.0,60.79
firm-v2-000965,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-000966,core_colombo,light_manufacturing,micro,b2b_workshop_manufacturing,38.24,35.36,37.26,33.49
firm-v2-000967,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000968,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-000969,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000970,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000971,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-000972,admin_professional_belt,light_manufacturing,micro,b2b_workshop_manufacturing,39.99,36.56,37.7,34.31
firm-v2-000973,outer_commuter_belt,professional_services,small,b2b_knowledge_and_admin_smes,67.92,72.64,70.92,64.04
firm-v2-000974,outer_commuter_belt,growth_services,medium,b2b_knowledge_and_admin_smes,84.15,91.28,76.98,84.88
firm-v2-000975,admin_professional_belt,construction_contractors,small,b2b_field_and_flow_operators,60.97,61.44,52.64,58.39
firm-v2-000976,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-000977,core_colombo,wholesale_distribution,small,b2b_field_and_flow_operators,65.23,60.24,56.15,59.37
firm-v2-000978,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000979,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-000980,east_growth_corridor,real_estate_services,micro,b2b_general_local_smes,39.91,52.56,55.88,50.05
firm-v2-000981,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000982,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000983,core_colombo,wholesale_distribution,small,b2b_field_and_flow_operators,65.23,60.24,56.15,59.37
firm-v2-000984,east_growth_corridor,real_estate_services,micro,b2b_general_local_smes,39.91,52.56,55.88,50.05
firm-v2-000985,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-000986,admin_professional_belt,food_service,micro,b2b_frontline_micro_operators,37.99,36.56,44.2,44.55
