person_id,household_id,zone_id,market_segment_id,age_band,employment_status,language_preference,budget_headroom_score,trust_openness_score,digital_readiness_score,best_channel_reachability,retention_potential_score
person-001908-01,household-v2-001908,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si_en,33.69,100.0,100.0,95.0,67.89
person-001908-02,household-v2-001908,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,en,33.69,100.0,100.0,95.0,67.89
person-001909-01,household-v2-001909,admin_professional_belt,b2c_education_intensive_families,25-34,salaried_worker,si_en,38.62,100.0,100.0,95.0,64.94
person-001909-02,household-v2-001909,admin_professional_belt,b2c_education_intensive_families,35-44,salaried_worker,si,38.62,100.0,100.0,95.0,71.5
person-001909-03,household-v2-001909,admin_professional_belt,b2c_education_intensive_families,0-14,student,si_en,38.62,100.0,100.0,95.0,64.94
person-001909-04,household-v2-001909,admin_professional_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,38.62,100.0,100.0,95.0,70.19
person-001910-01,household-v2-001910,east_growth_corridor,b2c_budget_stretched_commuters,45-54,salaried_worker,ta_en,34.19,100.0,100.0,95.0,67.99
person-001910-02,household-v2-001910,east_growth_corridor,b2c_budget_stretched_commuters,55-64,salaried_worker,ta_en,34.19,100.0,100.0,95.0,67.99
person-001911-01,household-v2-001911,east_growth_corridor,b2c_budget_stretched_commuters,25-34,salaried_worker,si,12.19,78.54,67.88,70.36,65.56
person-001911-02,household-v2-001911,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si_en,12.19,78.54,67.88,70.36,65.56
person-001911-03,household-v2-001911,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,ta,12.19,78.54,67.88,70.36,69.49
person-001911-04,household-v2-001911,east_growth_corridor,b2c_budget_stretched_commuters,65+,salaried_worker,ta,12.19,78.54,67.88,70.36,65.56
person-001912-01,household-v2-001912,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si,33.69,83.78,100.0,90.94,69.2
person-001912-02,household-v2-001912,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si_en,33.69,83.78,100.0,90.94,69.2
person-001913-01,household-v2-001913,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si,34.62,99.78,100.0,94.94,67.42
person-001913-02,household-v2-001913,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-001913-03,household-v2-001913,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si_en,34.62,99.78,100.0,94.94,67.42
person-001913-04,household-v2-001913,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-001914-01,household-v2-001914,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-001914-02,household-v2-001914,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si,100.0,100.0,100.0,95.0,85.08
person-001914-03,household-v2-001914,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,si,100.0,100.0,100.0,95.0,85.08
person-001915-01,household-v2-001915,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si_en,33.69,83.78,100.0,90.94,69.2
person-001915-02,household-v2-001915,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,ta,33.69,83.78,100.0,90.94,69.2
person-001916-01,household-v2-001916,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si,100.0,100.0,100.0,95.0,85.08
person-001916-02,household-v2-001916,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001916-03,household-v2-001916,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,si,100.0,100.0,100.0,95.0,85.08
person-001917-01,household-v2-001917,core_colombo,b2c_affluent_service_optimizers,45-54,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-001917-02,household-v2-001917,core_colombo,b2c_affluent_service_optimizers,45-54,salaried_worker,si,100.0,100.0,100.0,95.0,85.08
person-001917-03,household-v2-001917,core_colombo,b2c_affluent_service_optimizers,0-14,student,si,100.0,100.0,100.0,95.0,85.08
person-001918-01,household-v2-001918,outer_commuter_belt,b2c_budget_stretched_commuters,35-44,salaried_worker,si,10.19,77.82,67.16,69.75,66.53
person-001918-02,household-v2-001918,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,10.19,77.82,67.16,69.75,66.53
person-001918-03,household-v2-001918,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,10.19,77.82,67.16,69.75,70.4
person-001918-04,household-v2-001918,outer_commuter_belt,b2c_budget_stretched_commuters,65+,salaried_worker,ta,10.19,77.82,67.16,69.75,66.53
person-001919-01,household-v2-001919,east_growth_corridor,b2c_microcommerce_strivers,0-14,student,si_en,34.19,83.54,100.0,90.89,69.3
person-001919-02,household-v2-001919,east_growth_corridor,b2c_microcommerce_strivers,65+,salaried_worker,ta,34.19,83.54,100.0,90.89,69.3
person-001920-01,household-v2-001920,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,9.56,77.82,67.16,69.75,71.59
person-001920-02,household-v2-001920,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,ta,9.56,77.82,67.16,69.75,67.65
person-001920-03,household-v2-001920,outer_commuter_belt,b2c_budget_stretched_commuters,65+,informal_worker,si,9.56,77.82,67.16,69.75,67.65
person-001921-01,household-v2-001921,south_west_suburban,b2c_everyday_utility_seekers,25-34,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-001921-02,household-v2-001921,south_west_suburban,b2c_everyday_utility_seekers,25-34,salaried_worker,si_en,64.62,100.0,100.0,95.0,76.7
person-001921-03,household-v2-001921,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si_en,64.62,100.0,100.0,95.0,76.7
person-001921-04,household-v2-001921,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,si_en,64.62,100.0,100.0,95.0,81.94
person-001922-01,household-v2-001922,outer_commuter_belt,b2c_budget_stretched_commuters,25-34,informal_worker,ta,9.56,77.82,67.16,69.75,67.65
person-001922-02,household-v2-001922,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,9.56,77.82,67.16,69.75,67.65
person-001922-03,household-v2-001922,outer_commuter_belt,b2c_budget_stretched_commuters,65+,informal_worker,si,9.56,77.82,67.16,69.75,67.65
person-001923-01,household-v2-001923,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-001923-02,household-v2-001923,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-001923-03,household-v2-001923,core_colombo,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,85.08
person-001924-01,household-v2-001924,east_growth_corridor,b2c_budget_stretched_commuters,25-34,salaried_worker,si_en,35.12,99.54,100.0,94.89,64.24
person-001924-02,household-v2-001924,east_growth_corridor,b2c_budget_stretched_commuters,35-44,salaried_worker,si,35.12,99.54,100.0,94.89,70.8
person-001924-03,household-v2-001924,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si,35.12,99.54,100.0,94.89,64.24
person-001924-04,household-v2-001924,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,en,35.12,99.54,100.0,94.89,65.55
person-001925-01,household-v2-001925,east_growth_corridor,b2c_budget_stretched_commuters,35-44,informal_worker,si,11.56,78.54,67.88,70.36,66.74
person-001925-02,household-v2-001925,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si,11.56,78.54,67.88,70.36,66.74
person-001925-03,household-v2-001925,east_growth_corridor,b2c_budget_stretched_commuters,65+,informal_worker,si,11.56,78.54,67.88,70.36,66.74
person-001926-01,household-v2-001926,east_growth_corridor,b2c_budget_stretched_commuters,45-54,salaried_worker,si,35.12,99.54,100.0,94.89,64.24
person-001926-02,household-v2-001926,east_growth_corridor,b2c_budget_stretched_commuters,45-54,salaried_worker,si,35.12,99.54,100.0,94.89,70.8
person-001926-03,household-v2-001926,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si_en,35.12,99.54,100.0,94.89,64.24
person-001926-04,household-v2-001926,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,en,35.12,99.54,100.0,94.89,65.55
person-001927-01,household-v2-001927,outer_commuter_belt,b2c_budget_stretched_commuters,45-54,salaried_worker,si,10.19,77.82,67.16,69.75,66.53
person-001927-02,household-v2-001927,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si_en,10.19,77.82,67.16,69.75,66.53
person-001927-03,household-v2-001927,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,10.19,77.82,67.16,69.75,70.4
person-001927-04,household-v2-001927,outer_commuter_belt,b2c_budget_stretched_commuters,65+,salaried_worker,si_en,10.19,77.82,67.16,69.75,66.53
person-001928-01,household-v2-001928,south_west_suburban,b2c_budget_stretched_commuters,35-44,informal_worker,si,11.06,78.78,68.12,70.57,63.36
person-001928-02,household-v2-001928,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si,11.06,78.78,68.12,70.57,63.36
person-001928-03,household-v2-001928,south_west_suburban,b2c_budget_stretched_commuters,65+,informal_worker,ta,11.06,78.78,68.12,70.57,63.36
person-001929-01,household-v2-001929,south_west_suburban,b2c_everyday_utility_seekers,25-34,salaried_worker,si_en,64.62,100.0,100.0,95.0,76.7
person-001929-02,household-v2-001929,south_west_suburban,b2c_everyday_utility_seekers,25-34,salaried_worker,en,64.62,100.0,100.0,95.0,76.7
person-001929-03,household-v2-001929,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si_en,64.62,100.0,100.0,95.0,76.7
person-001929-04,household-v2-001929,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,si_en,64.62,100.0,100.0,95.0,81.94
person-001930-01,household-v2-001930,admin_professional_belt,b2c_everyday_utility_seekers,35-44,salaried_worker,si,68.62,100.0,100.0,95.0,81.43
person-001930-02,household-v2-001930,admin_professional_belt,b2c_everyday_utility_seekers,25-34,salaried_worker,si,68.62,100.0,100.0,95.0,81.43
person-001930-03,household-v2-001930,admin_professional_belt,b2c_everyday_utility_seekers,0-14,student,si,68.62,100.0,100.0,95.0,81.43
person-001930-04,household-v2-001930,admin_professional_belt,b2c_youth_upskilling_renters,15-24,student,si,68.62,100.0,100.0,95.0,85.36
person-001931-01,household-v2-001931,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,ta_en,33.69,100.0,100.0,95.0,67.89
person-001931-02,household-v2-001931,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si_en,33.69,100.0,100.0,95.0,67.89
person-001932-01,household-v2-001932,south_west_suburban,b2c_everyday_utility_seekers,55-64,salaried_worker,si_en,64.62,100.0,100.0,95.0,76.7
person-001932-02,household-v2-001932,south_west_suburban,b2c_everyday_utility_seekers,55-64,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-001932-03,household-v2-001932,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si_en,64.62,100.0,100.0,95.0,76.7
person-001932-04,household-v2-001932,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,en,64.62,100.0,100.0,95.0,81.94
person-001933-01,household-v2-001933,outer_commuter_belt,b2c_budget_stretched_commuters,55-64,salaried_worker,si_en,10.19,77.82,67.16,69.75,66.53
person-001933-02,household-v2-001933,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,10.19,77.82,67.16,69.75,66.53
person-001933-03,household-v2-001933,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,10.19,77.82,67.16,69.75,70.4
person-001933-04,household-v2-001933,outer_commuter_belt,b2c_budget_stretched_commuters,65+,salaried_worker,ta,10.19,77.82,67.16,69.75,66.53
person-001934-01,household-v2-001934,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-001934-02,household-v2-001934,core_colombo,b2c_affluent_service_optimizers,45-54,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001934-03,household-v2-001934,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,85.08
person-001935-01,household-v2-001935,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si_en,33.69,83.78,100.0,90.94,69.2
person-001935-02,household-v2-001935,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si_en,33.69,83.78,100.0,90.94,69.2
person-001936-01,household-v2-001936,south_west_suburban,b2c_everyday_utility_seekers,25-34,salaried_worker,si_en,64.62,100.0,100.0,95.0,76.7
person-001936-02,household-v2-001936,south_west_suburban,b2c_everyday_utility_seekers,35-44,salaried_worker,en,64.62,100.0,100.0,95.0,76.7
person-001936-03,household-v2-001936,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si_en,64.62,100.0,100.0,95.0,76.7
person-001936-04,household-v2-001936,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,en,64.62,100.0,100.0,95.0,81.94
person-001937-01,household-v2-001937,admin_professional_belt,b2c_everyday_utility_seekers,55-64,salaried_worker,si_en,68.62,100.0,100.0,95.0,81.43
person-001937-02,household-v2-001937,admin_professional_belt,b2c_everyday_utility_seekers,35-44,salaried_worker,si,68.62,100.0,100.0,95.0,81.43
person-001937-03,household-v2-001937,admin_professional_belt,b2c_everyday_utility_seekers,0-14,student,si_en,68.62,100.0,100.0,95.0,81.43
person-001937-04,household-v2-001937,admin_professional_belt,b2c_youth_upskilling_renters,15-24,student,si,68.62,100.0,100.0,95.0,85.36
person-001938-01,household-v2-001938,core_colombo,b2c_everyday_utility_seekers,45-54,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-001938-02,household-v2-001938,core_colombo,b2c_everyday_utility_seekers,55-64,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-001938-03,household-v2-001938,core_colombo,b2c_everyday_utility_seekers,0-14,student,en,67.62,100.0,100.0,95.0,77.3
person-001938-04,household-v2-001938,core_colombo,b2c_youth_upskilling_renters,15-24,student,si_en,67.62,100.0,100.0,95.0,82.54
person-001939-01,household-v2-001939,south_west_suburban,b2c_education_intensive_families,35-44,salaried_worker,en,66.5,100.0,100.0,95.0,73.14
person-001939-02,household-v2-001939,south_west_suburban,b2c_education_intensive_families,0-14,student,si_en,66.5,100.0,100.0,95.0,73.14
person-001939-03,household-v2-001939,south_west_suburban,b2c_care_navigation_households,65+,salaried_worker,si_en,66.5,100.0,100.0,95.0,73.14
person-001940-01,household-v2-001940,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,87.71
person-001940-02,household-v2-001940,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,87.71
person-001940-03,household-v2-001940,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,87.71
person-001941-01,household-v2-001941,east_growth_corridor,b2c_budget_stretched_commuters,45-54,salaried_worker,si,35.12,99.54,100.0,94.89,64.24
person-001941-02,household-v2-001941,east_growth_corridor,b2c_budget_stretched_commuters,45-54,salaried_worker,si_en,35.12,99.54,100.0,94.89,70.8
person-001941-03,household-v2-001941,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si_en,35.12,99.54,100.0,94.89,64.24
person-001941-04,household-v2-001941,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,35.12,99.54,100.0,94.89,65.55
person-001942-01,household-v2-001942,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,87.71
person-001942-02,household-v2-001942,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,87.71
person-001942-03,household-v2-001942,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,87.71
person-001943-01,household-v2-001943,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si_en,33.69,83.78,100.0,90.94,69.2
person-001943-02,household-v2-001943,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,ta,33.69,83.78,100.0,90.94,69.2
person-001944-01,household-v2-001944,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,9.56,77.82,67.16,69.75,71.59
person-001944-02,household-v2-001944,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,9.56,77.82,67.16,69.75,67.65
person-001944-03,household-v2-001944,outer_commuter_belt,b2c_budget_stretched_commuters,65+,informal_worker,ta,9.56,77.82,67.16,69.75,67.65
person-001945-01,household-v2-001945,core_colombo,b2c_care_navigation_households,65+,retired,ta,14.06,79.9,69.24,71.52,66.58
person-001945-02,household-v2-001945,core_colombo,b2c_care_navigation_households,65+,retired,si,14.06,79.9,69.24,71.52,66.58
person-001946-01,household-v2-001946,core_colombo,b2c_everyday_utility_seekers,35-44,salaried_worker,ta,36.69,100.0,100.0,95.0,73.73
person-001946-02,household-v2-001946,core_colombo,b2c_everyday_utility_seekers,35-44,salaried_worker,si_en,36.69,100.0,100.0,95.0,73.73
person-001947-01,household-v2-001947,east_growth_corridor,b2c_budget_stretched_commuters,45-54,salaried_worker,si_en,35.12,99.54,100.0,94.89,64.24
person-001947-02,household-v2-001947,east_growth_corridor,b2c_budget_stretched_commuters,25-34,salaried_worker,si,35.12,99.54,100.0,94.89,70.8
person-001947-03,household-v2-001947,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si,35.12,99.54,100.0,94.89,64.24
person-001947-04,household-v2-001947,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,si,35.12,99.54,100.0,94.89,65.55
person-001948-01,household-v2-001948,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,ta,11.06,78.78,68.12,70.57,67.3
person-001948-02,household-v2-001948,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si_en,11.06,78.78,68.12,70.57,63.36
person-001948-03,household-v2-001948,south_west_suburban,b2c_budget_stretched_commuters,65+,informal_worker,si,11.06,78.78,68.12,70.57,63.36
person-001949-01,household-v2-001949,east_growth_corridor,b2c_budget_stretched_commuters,35-44,salaried_worker,ta,12.19,78.54,67.88,70.36,65.56
person-001949-02,household-v2-001949,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si,12.19,78.54,67.88,70.36,65.56
person-001949-03,household-v2-001949,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,si,12.19,78.54,67.88,70.36,69.49
person-001949-04,household-v2-001949,east_growth_corridor,b2c_budget_stretched_commuters,65+,salaried_worker,si,12.19,78.54,67.88,70.36,65.56
person-001950-01,household-v2-001950,core_colombo,b2c_education_intensive_families,35-44,salaried_worker,si_en,69.5,100.0,100.0,95.0,73.74
person-001950-02,household-v2-001950,core_colombo,b2c_education_intensive_families,0-14,student,si,69.5,100.0,100.0,95.0,73.74
person-001950-03,household-v2-001950,core_colombo,b2c_care_navigation_households,65+,salaried_worker,si_en,69.5,100.0,100.0,95.0,73.74
person-001951-01,household-v2-001951,south_west_suburban,b2c_microcommerce_strivers,0-14,student,en,33.69,83.78,100.0,90.94,69.2
person-001951-02,household-v2-001951,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si,33.69,83.78,100.0,90.94,69.2
person-001952-01,household-v2-001952,south_west_suburban,b2c_budget_stretched_commuters,55-64,salaried_worker,si,34.62,99.78,100.0,94.94,67.42
person-001952-02,household-v2-001952,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-001952-03,household-v2-001952,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si,34.62,99.78,100.0,94.94,67.42
person-001952-04,household-v2-001952,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-001953-01,household-v2-001953,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001953-02,household-v2-001953,core_colombo,b2c_affluent_service_optimizers,45-54,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001953-03,household-v2-001953,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,85.08
person-001954-01,household-v2-001954,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si,100.0,100.0,100.0,95.0,85.08
person-001954-02,household-v2-001954,core_colombo,b2c_affluent_service_optimizers,45-54,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001954-03,household-v2-001954,core_colombo,b2c_affluent_service_optimizers,0-14,student,si,100.0,100.0,100.0,95.0,85.08
person-001955-01,household-v2-001955,outer_commuter_belt,b2c_budget_stretched_commuters,25-34,salaried_worker,ta,10.19,77.82,67.16,69.75,66.53
person-001955-02,household-v2-001955,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,ta,10.19,77.82,67.16,69.75,66.53
person-001955-03,household-v2-001955,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,10.19,77.82,67.16,69.75,70.4
person-001955-04,household-v2-001955,outer_commuter_belt,b2c_budget_stretched_commuters,65+,salaried_worker,ta,10.19,77.82,67.16,69.75,66.53
person-001956-01,household-v2-001956,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si_en,33.69,83.78,100.0,90.94,69.2
person-001956-02,household-v2-001956,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si,33.69,83.78,100.0,90.94,69.2
person-001957-01,household-v2-001957,admin_professional_belt,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-001957-02,household-v2-001957,admin_professional_belt,b2c_affluent_service_optimizers,45-54,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-001957-03,household-v2-001957,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,85.08
person-001958-01,household-v2-001958,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,ta,9.56,77.82,67.16,69.75,71.59
person-001958-02,household-v2-001958,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,9.56,77.82,67.16,69.75,67.65
person-001958-03,household-v2-001958,outer_commuter_belt,b2c_budget_stretched_commuters,65+,informal_worker,si_en,9.56,77.82,67.16,69.75,67.65
person-001959-01,household-v2-001959,east_growth_corridor,b2c_microcommerce_strivers,0-14,student,ta_en,34.19,83.54,100.0,90.89,69.3
person-001959-02,household-v2-001959,east_growth_corridor,b2c_microcommerce_strivers,65+,salaried_worker,ta_en,34.19,83.54,100.0,90.89,69.3
person-001960-01,household-v2-001960,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si,33.69,100.0,100.0,95.0,67.89
person-001960-02,household-v2-001960,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si,33.69,100.0,100.0,95.0,67.89
person-001961-01,household-v2-001961,south_west_suburban,b2c_everyday_utility_seekers,25-34,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-001961-02,household-v2-001961,south_west_suburban,b2c_everyday_utility_seekers,35-44,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-001961-03,household-v2-001961,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si,64.62,100.0,100.0,95.0,76.7
person-001961-04,household-v2-001961,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,si,64.62,100.0,100.0,95.0,81.94
person-001962-01,household-v2-001962,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-001962-02,household-v2-001962,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-001963-01,household-v2-001963,core_colombo,b2c_care_navigation_households,65+,retired,si,14.06,79.9,69.24,71.52,66.58
person-001963-02,household-v2-001963,core_colombo,b2c_care_navigation_households,65+,retired,si_en,14.06,79.9,69.24,71.52,66.58
person-001964-01,household-v2-001964,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si_en,33.69,83.78,100.0,90.94,69.2
person-001964-02,household-v2-001964,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si_en,33.69,83.78,100.0,90.94,69.2
person-001965-01,household-v2-001965,outer_commuter_belt,b2c_budget_stretched_commuters,25-34,salaried_worker,ta,10.19,77.82,67.16,69.75,66.53
person-001965-02,household-v2-001965,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,10.19,77.82,67.16,69.75,66.53
person-001965-03,household-v2-001965,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,ta,10.19,77.82,67.16,69.75,70.4
person-001965-04,household-v2-001965,outer_commuter_belt,b2c_budget_stretched_commuters,65+,salaried_worker,si_en,10.19,77.82,67.16,69.75,66.53
person-001966-01,household-v2-001966,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,11.56,78.54,67.88,70.36,70.67
person-001966-02,household-v2-001966,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si,11.56,78.54,67.88,70.36,66.74
person-001966-03,household-v2-001966,east_growth_corridor,b2c_budget_stretched_commuters,65+,informal_worker,si,11.56,78.54,67.88,70.36,66.74
person-001967-01,household-v2-001967,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si,33.69,83.78,100.0,90.94,69.2
person-001967-02,household-v2-001967,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,ta_en,33.69,83.78,100.0,90.94,69.2
person-001968-01,household-v2-001968,core_colombo,b2c_everyday_utility_seekers,25-34,salaried_worker,si,67.62,100.0,100.0,95.0,77.3
person-001968-02,household-v2-001968,core_colombo,b2c_everyday_utility_seekers,35-44,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-001968-03,household-v2-001968,core_colombo,b2c_everyday_utility_seekers,0-14,student,si_en,67.62,100.0,100.0,95.0,77.3
person-001968-04,household-v2-001968,core_colombo,b2c_youth_upskilling_renters,15-24,student,en,67.62,100.0,100.0,95.0,82.54
person-001969-01,household-v2-001969,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si,34.62,99.78,100.0,94.94,67.42
person-001969-02,household-v2-001969,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si_en,34.62,99.78,100.0,94.94,73.97
person-001969-03,household-v2-001969,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si,34.62,99.78,100.0,94.94,67.42
person-001969-04,household-v2-001969,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-001970-01,household-v2-001970,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001970-02,household-v2-001970,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-001970-03,household-v2-001970,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,85.08
person-001971-01,household-v2-001971,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si,34.62,99.78,100.0,94.94,67.42
person-001971-02,household-v2-001971,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-001971-03,household-v2-001971,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si_en,34.62,99.78,100.0,94.94,67.42
person-001971-04,household-v2-001971,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si,34.62,99.78,100.0,94.94,67.42
